user_id,total_questions,avg_time_spent,total_sessions,most_common_answer
u100188,177,27711.824858757063,129,c
u100189,30,27533.133333333335,16,b
u10019,3171,52556.60674865973,3163,b
u100190,2,37500.0,2,b
u100191,1217,27742.744453574363,888,b
u100192,13,19769.0,7,b
u100193,386,28867.746113989637,259,a
u100194,30,12699.866666666667,16,a
u100195,39,25102.53846153846,25,c
u100196,30,28133.266666666666,16,a
u100197,7,22571.428571428572,5,d
u100198,30,24499.9,16,a
u100199,115,25226.043478260868,101,b
u1002,291,23391.656357388318,213,a
u10020,218,22298.128440366974,154,a
u100200,7,18714.14285714286,5,b
u100201,131,19641.175572519085,114,d
u100202,30,31033.133333333335,16,b
u100203,7,23999.714285714286,5,b
u100204,2714,19901.967943994103,2112,a
u100205,40,17949.925,26,c
u100206,30,1833.2666666666667,16,b
u100207,1157,27071.635263612792,781,b
u100208,30,28966.5,16,c
u100209,30,22266.533333333333,16,d
u10021,1854,40914.045846817695,667,b
u100210,326,28260.650306748466,266,b
u100211,104,19105.75,90,c
u100212,30,25533.2,16,b
u100213,42,34761.78571428572,28,b
u100214,30,31266.5,16,d
u100215,987,38718.3201621074,596,b
u100216,30,32199.9,16,c
u100217,13,23615.076923076922,7,b
u100218,30,23699.833333333332,16,b
u100219,3,21666.666666666668,3,a
u10022,1932,19153.82608695652,776,b
u100220,17,19294.117647058825,17,b
u100221,35,8142.685714285714,21,b
u100222,82,42304.829268292684,29,b
u100223,70,11742.785714285714,56,b
u100224,4,3250.0,4,a
u100225,4,31750.0,4,a
u100226,30,31699.866666666665,16,d
u100227,30,64700.03333333333,16,b
u100228,30,10166.6,16,b
u100229,7,14856.857142857143,5,b
u10023,802,41239.33541147132,432,c
u100230,30,28133.2,16,b
u100231,17,40352.94117647059,10,b
u100232,30,30566.5,16,d
u100233,2,18500.0,2,b
u100234,7,24285.428571428572,5,a
u100235,4,19500.0,4,b
u100236,95,23010.484210526316,79,b
u100237,241,26053.91701244813,227,b
u100238,3,22333.333333333332,3,b
u100239,4,22500.0,4,d
u10024,503,27922.45725646123,394,a
u100240,48,32979.020833333336,34,a
u100241,30,21399.9,16,b
u100242,63,18253.873015873014,47,b
u100243,63,19301.507936507936,42,b
u100244,30,21266.5,16,b
u100245,30,20066.533333333333,16,b
u100246,7,25428.285714285714,5,c
u100247,50,20299.92,36,b
u100248,10,12799.8,6,c
u100249,40,39274.9,26,c
u10025,365,27219.109589041094,283,b
u100250,121,30834.636363636364,79,b
u100251,30,29799.833333333332,16,b
u100252,4,23750.0,4,d
u100253,30,4233.133333333333,16,a
u100254,10,24799.8,6,b
u100255,40,30099.825,26,c
u100256,40,28075.0,26,d
u100257,4,22500.0,4,a
u100258,4,23750.0,4,b
u100259,40,16974.85,26,c
u10026,83,26795.14457831325,74,a
u100260,30,26599.766666666666,16,d
u100261,30,23499.833333333332,16,a
u100262,30,22999.9,16,b
u100263,50,23279.96,36,a
u100264,30,36266.433333333334,16,b
u100265,35,16171.4,21,b
u100266,159,33389.911949685535,141,c
u100267,346,31618.485549132947,315,b
u100268,30,19166.433333333334,16,c
u100269,30,9799.866666666667,16,a
u10027,2747,17532.41427011285,1006,c
u100270,87,32462.620689655174,57,c
u100271,30,24399.766666666666,16,c
u100272,50,24480.0,36,c
u100273,30,29266.566666666666,16,b
u100274,30,38666.5,16,c
u100275,16,9124.75,8,a
u100276,80,18199.9375,66,c
u100277,4,18250.0,4,b
u100278,30,33366.6,16,d
u100279,35,27457.02857142857,21,a
u10028,863,23432.213209733487,855,a
u100280,30,28866.566666666666,16,d
u100281,30,9099.866666666667,16,b
u100282,3,22666.666666666668,3,b
u100283,53,22811.20754716981,39,a
u100284,84,22261.869047619046,68,c
u100285,40,17924.9,26,c
u100286,40,27574.95,26,b
u100287,13,18230.46153846154,7,c
u100288,3,19333.333333333332,3,c
u100289,30,14033.166666666666,16,b
u10029,3023,38074.85180284485,1920,b
u100290,30,35799.9,16,a
u100291,30,21433.2,16,b
u100292,30,18633.266666666666,16,b
u100293,7,18999.85714285714,5,b
u100294,30,15299.833333333334,16,c
u100295,4,18000.0,4,c
u100296,41,28438.90243902439,27,a
u100297,30,27466.533333333333,16,c
u100298,128,25374.96875,93,b
u100299,30,32833.166666666664,16,a
u1003,202,153886.13861386137,154,a
u10030,561,21124.777183600712,481,b
u100300,83,31265.060240963856,45,a
u100301,4,23000.0,4,c
u100302,60,27166.633333333335,46,d
u100303,30,15099.9,16,c
u100304,1769,36682.147540983606,940,a
u100305,1,16000.0,1,b
u100306,30,30099.933333333334,16,c
u100307,50,28119.86,36,c
u100308,845,30229.521893491125,621,b
u100309,30,13966.533333333333,16,b
u10031,626,19380.153354632588,540,b
u100310,30,34633.166666666664,16,b
u100311,44,22068.136363636364,29,c
u100312,11,23908.909090909092,9,c
u100313,2,20500.0,2,b
u100314,40,17924.95,26,a
u100315,10,23799.8,6,b
u100316,161,19236.0,146,c
u100317,67,32074.5223880597,43,c
u100318,30,23899.966666666667,16,b
u100319,398,23753.75376884422,384,b
u10032,357,26204.481792717088,356,b
u100320,125,32695.944,91,c
u100321,130,29899.946153846155,114,b
u100322,235,40476.5829787234,215,a
u100323,4,19500.0,4,b
u100324,3,18000.0,3,b
u100325,4,19000.0,4,a
u100326,50,22659.98,36,c
u100327,50,24639.92,36,b
u100328,3,18666.666666666668,3,b
u100329,30,38299.8,16,b
u10033,880,41572.656818181815,648,c
u100330,30,27433.2,16,a
u100331,528,18751.861742424244,476,c
u100332,30,32633.266666666666,16,a
u100333,30,27066.566666666666,16,c
u100334,30,20666.533333333333,16,a
u100335,30,12933.166666666666,16,d
u100336,30,23499.833333333332,16,c
u100337,30,28799.8,16,b
u100338,30,21233.3,16,a
u100339,30,40666.53333333333,16,b
u10034,157,27292.974522292992,141,c
u100340,30,27966.466666666667,16,b
u100341,30,22866.466666666667,16,a
u100342,30,29199.866666666665,16,b
u100343,107,24205.579439252335,93,a
u100344,30,23499.9,16,d
u100345,30,14933.233333333334,16,a
u100346,30,41699.8,16,b
u100347,86,21197.616279069767,71,c
u100348,30,28666.6,16,d
u100349,32,5718.625,18,b
u10035,99,37151.51515151515,96,c
u100350,188,20069.13829787234,173,b
u100351,30,22333.133333333335,16,a
u100352,30,25399.933333333334,16,d
u100353,30,30733.2,16,b
u100354,30,22266.6,16,d
u100355,2,23000.0,2,a
u100356,65,29799.984615384616,50,b
u100357,50,23079.92,36,b
u100358,30,12266.566666666668,16,d
u100359,40,29549.85,26,b
u10036,2176,25984.777573529413,1803,b
u100360,30,28699.833333333332,16,b
u100361,234,26863.235042735043,169,a
u100362,505,31534.58415841584,318,b
u100363,3,18666.666666666668,3,b
u100364,40,15849.925,26,a
u100365,2,29500.0,2,a
u100366,4,17750.0,4,c
u100367,309,22093.84142394822,291,c
u100368,31,27741.935483870966,17,a
u100369,30,19799.966666666667,16,b
u10037,5,23000.0,5,a
u100370,104,25201.903846153848,90,a
u100371,146,24691.739726027397,121,b
u100372,65,22476.846153846152,51,c
u100373,30,36233.2,16,a
u100374,153,23052.254901960783,139,b
u100375,30,34033.3,16,c
u100376,30,17433.366666666665,16,d
u100377,49,33387.67346938775,35,c
u100378,1233,29891.321167883212,911,b
u100379,42,13285.595238095239,28,b
u10038,712,19466.286516853932,693,b
u100380,30,24233.233333333334,16,c
u100381,16,22499.8125,8,c
u100382,125,23407.976,111,b
u100383,30,20433.166666666668,16,b
u100384,40,27999.9,26,b
u100385,42,21071.333333333332,28,b
u100386,30,19799.833333333332,16,c
u100387,7,16571.428571428572,5,a
u100388,576,21663.119791666668,439,b
u100389,52,24288.384615384617,38,d
u10039,186,25913.93010752688,148,b
u100390,4,20000.0,4,b
u100391,40,18449.875,26,b
u100392,30,3866.5,16,a
u100393,30,28666.6,16,d
u100394,30,31299.8,16,a
u100395,154,15935.045454545454,140,a
u100396,54,36907.2962962963,40,d
u100397,30,14433.166666666666,16,b
u100398,30,33466.666666666664,16,b
u100399,1,27000.0,1,d
u1004,294,18601.993197278913,183,b
u10040,2450,23711.017959183675,2418,b
u100400,30,10199.933333333332,16,b
u100401,155,18670.941935483872,138,b
u100402,68,23205.867647058825,42,c
u100403,50,22980.0,36,c
u100404,32,34218.5625,18,d
u100405,1,22000.0,1,b
u100406,4,18500.0,4,c
u100407,3,15666.666666666666,3,a
u100408,3,22000.0,3,b
u100409,36,22388.777777777777,25,a
u10041,6934,30156.18589558696,6904,b
u100410,500,31087.966,325,a
u100411,60,28033.3,46,b
u100412,30,33533.166666666664,16,a
u100413,413,38539.941888619855,349,b
u100414,1,16000.0,1,b
u100415,10,22799.6,6,d
u100416,50,29659.9,36,a
u100417,95,37252.55789473684,65,a
u100418,30,19433.3,16,b
u100419,30,19166.633333333335,16,a
u10042,224,20897.321428571428,223,b
u100420,30,33266.566666666666,16,b
u100421,50,41499.88,36,c
u100422,30,17566.533333333333,16,b
u100423,1994,22680.983450351054,1585,a
u100424,30,27099.8,16,c
u100425,219,19767.11415525114,205,c
u100426,1019,22979.36997055937,880,b
u100427,93,20688.11827956989,79,c
u100428,2,19000.0,2,c
u100429,7,22285.714285714286,5,b
u10043,9,25222.222222222223,9,d
u100430,7,26571.14285714286,5,a
u100431,30,31166.633333333335,16,c
u100432,40,24300.0,26,c
u100433,35,21142.742857142857,21,a
u100434,30,26499.866666666665,16,a
u100435,30,28666.466666666667,16,d
u100436,40,25299.875,26,c
u100437,76,22131.53947368421,62,b
u100438,2,25500.0,2,b
u100439,902,22772.61197339246,479,b
u10044,282,18875.86524822695,243,b
u100440,13,15999.846153846154,7,a
u100441,30,48533.3,16,d
u100442,10,20699.8,6,a
u100443,40,12574.875,26,b
u100444,468,21205.119658119656,425,b
u100445,30,32466.633333333335,16,d
u100446,30,13966.466666666667,16,b
u100447,50,27999.92,36,b
u100448,4,20750.0,4,b
u100449,76,26249.907894736843,52,a
u10045,760,84932.8947368421,736,a
u100450,30,75966.66666666667,16,c
u100451,13,22153.76923076923,7,c
u100452,141,20042.531914893618,110,a
u100453,634,26410.082018927445,355,b
u100454,4,19750.0,4,d
u100455,70,18571.35714285714,56,c
u100456,30,20099.9,16,a
u100457,2,15000.0,2,b
u100458,3,20666.666666666668,3,b
u100459,100,25479.94,86,b
u10046,5,39600.0,5,c
u100460,81,20444.395061728395,66,b
u100461,4,21250.0,4,c
u100462,3,24333.333333333332,3,c
u100463,78,25884.423076923078,54,c
u100464,26,49192.230769230766,15,b
u100465,7,17571.285714285714,5,a
u100466,4,18500.0,4,d
u100467,30,26099.933333333334,16,b
u100468,30,22566.6,16,a
u100469,225,22995.533333333333,184,b
u10047,7,21428.571428571428,7,b
u100470,159,21528.30817610063,129,a
u100471,4,21000.0,4,b
u100472,84,26428.52380952381,68,a
u100473,767,23559.30638852673,399,b
u100474,447,31322.140939597317,425,b
u100475,1351,17799.40414507772,1325,b
u100476,26,18346.0,15,c
u100477,40,19099.925,26,a
u100478,30,32933.3,16,b
u100479,2,29000.0,2,c
u10048,7787,15017.079234621806,7772,b
u100480,30,21166.633333333335,16,c
u100481,30,23099.933333333334,16,c
u100482,30,14733.233333333334,16,b
u100483,162,20944.41975308642,148,a
u100484,1,19000.0,1,b
u100485,2204,23563.49773139746,1794,b
u100486,34,24176.41176470588,16,b
u100487,30,30699.966666666667,16,b
u100488,1143,31369.98687664042,696,b
u100489,40,13249.85,26,a
u10049,2,16500.0,2,a
u100490,40,27124.9,26,c
u100491,13,18768.923076923078,7,b
u100492,30,6466.5,16,b
u100493,30,26366.5,16,d
u100494,32,20718.6875,18,b
u100495,4,19250.0,4,b
u100496,700,18951.39285714286,518,b
u100497,10,22099.9,6,a
u100498,30,22333.266666666666,16,a
u100499,88,28193.136363636364,74,b
u1005,183,26732.207650273223,151,b
u10050,547,18511.8647166362,529,b
u100500,30,24833.233333333334,16,c
u100501,30,11999.766666666666,16,b
u100502,143,26922.979020979023,88,c
u100503,2,21000.0,2,b
u100504,30,25499.833333333332,16,d
u100505,42,31023.738095238095,28,c
u100506,1497,24406.758851035403,1301,b
u100507,132,18696.924242424244,118,a
u100508,30,16366.5,16,c
u100509,7,25285.571428571428,5,c
u100510,4,17750.0,4,b
u100511,155,20748.38064516129,141,c
u100512,30,23499.866666666665,16,c
u100513,3,23666.666666666668,3,a
u100514,4,18250.0,4,c
u100515,40,24500.0,26,d
u100516,40,27999.85,26,b
u100517,40,24974.9,26,b
u100518,3,22333.333333333332,3,b
u100519,7,18142.714285714286,5,d
u10052,2392,17456.521739130436,2379,a
u100520,547,23424.051188299818,188,c
u100521,30,29200.033333333333,16,c
u100522,30,22466.566666666666,16,a
u100523,184,22690.21195652174,170,b
u100524,3,31333.333333333332,3,b
u100525,30,19066.566666666666,16,a
u100526,30,36799.86666666667,16,b
u100527,7,22285.428571428572,5,a
u100528,30,23633.133333333335,16,b
u100529,50,20479.92,36,c
u100530,30,31699.966666666667,16,b
u100531,30,27233.3,16,a
u100532,30,20733.2,16,d
u100533,30,25433.266666666666,16,a
u100534,13,15922.923076923076,7,a
u100535,40,22749.875,26,c
u100536,30,26599.9,16,a
u100537,13,18768.923076923078,7,b
u100538,31,37967.67741935484,17,d
u100539,33,26999.939393939392,19,c
u10054,5631,22812.25874622625,4323,a
u100540,32,19874.90625,18,b
u100541,40,23824.85,26,a
u100542,17,18882.352941176472,17,b
u100543,4,20750.0,4,b
u100544,30,5233.166666666667,16,c
u100545,30,12266.5,16,b
u100546,50,22279.96,36,b
u100547,4,22750.0,4,b
u100548,33,20333.363636363636,19,c
u100549,98,30540.79591836735,83,b
u10055,1800,28893.891111111112,1335,b
u100550,1,20000.0,1,d
u100551,2,18000.0,2,b
u100552,4,19250.0,4,b
u100553,122,18360.60655737705,108,b
u100554,90,23633.28888888889,76,b
u100555,2,18000.0,2,b
u100556,659,25515.92564491654,614,a
u100557,4,19250.0,4,b
u100558,30,19333.233333333334,16,d
u100559,140,20342.85,120,c
u10056,114,25885.964912280702,113,b
u100560,30,38566.76666666667,16,a
u100561,30,3433.233333333333,16,a
u100562,118,19067.762711864405,103,c
u100563,7,23428.285714285714,5,a
u100564,7,20428.571428571428,5,d
u100565,102,23715.666666666668,88,a
u100566,4,19250.0,4,d
u100567,4764,20547.97355163728,3297,b
u100568,40,22074.9,26,a
u100569,30,24066.433333333334,16,a
u10057,3128,31487.86604859335,2002,a
u100570,2,24000.0,2,b
u100571,2,19000.0,2,b
u100572,170,36052.788235294116,94,b
u100573,30,7733.233333333334,16,a
u100574,861,27391.333333333332,498,a
u100575,30,33033.23333333333,16,a
u100576,3,25333.333333333332,3,d
u100577,7,19428.285714285714,5,b
u100578,40,34699.95,26,c
u100579,30,28266.433333333334,16,d
u10058,89,23528.08988764045,87,b
u100580,42,27595.119047619046,27,a
u100581,3744,32949.5718482906,2169,b
u100582,4,20000.0,4,b
u100583,7,20714.14285714286,5,a
u100584,2,21500.0,2,b
u100585,30,24333.2,16,c
u100586,116,17482.71551724138,100,c
u100587,103,19310.64077669903,88,c
u100588,30,40533.3,16,b
u100589,322,37925.45962732919,305,c
u10059,517,30015.435203094778,462,c
u100590,652,27061.337423312885,530,b
u100591,30,26033.133333333335,16,b
u100592,30,32566.6,16,d
u100593,30,16766.5,16,b
u100594,678,32830.32743362832,539,c
u100595,30,41266.53333333333,16,d
u100596,30,31533.2,16,b
u100597,70,21971.342857142856,56,b
u100598,30,3833.133333333333,16,b
u100599,30,13333.166666666666,16,b
u1006,61,33245.901639344265,40,b
u10060,1109,54881.05770964833,459,b
u100600,70,21628.485714285714,56,b
u100601,131,16015.229007633588,116,b
u100602,30,53733.26666666667,16,c
u100603,10,8599.9,6,b
u100604,30,15966.5,16,b
u100605,30,24199.9,16,c
u100606,248,17931.447580645163,233,a
u100607,2231,32174.278350515466,1310,b
u100608,30,21033.266666666666,16,a
u100609,40,13424.925,26,b
u10061,3870,18975.45219638243,3869,b
u100610,50,21739.9,36,b
u100611,102,20176.392156862745,84,c
u100612,30,29533.266666666666,16,a
u100613,35,14714.257142857143,31,a
u100614,30,16366.5,16,a
u100615,36,14027.611111111111,22,d
u100616,30,21199.833333333332,16,b
u100617,99,44313.10101010101,70,a
u100618,30,21366.566666666666,16,c
u100619,90,19233.266666666666,76,a
u10062,11,35000.0,11,b
u100620,30,27833.266666666666,16,d
u100621,30,29833.166666666668,16,c
u100622,694,31435.155619596542,649,a
u100623,40,32024.925,26,a
u100624,30,37866.5,16,b
u100625,4,31750.0,4,b
u100626,2,27000.0,2,b
u100627,7,21142.571428571428,5,a
u100628,80,19024.9375,66,b
u100629,3,23000.0,3,b
u10063,372,16373.655913978495,371,b
u100630,198,42631.24747474748,167,c
u100631,1,16000.0,1,b
u100632,30,20333.2,16,a
u100633,30,25933.2,16,b
u100634,3707,20418.01699487456,2586,b
u100635,30,19733.2,16,d
u100636,30,23633.2,16,b
u100637,59,36220.35593220339,32,b
u100638,30,12533.333333333334,16,a
u100639,159,34201.24528301887,145,b
u10064,6,46500.0,6,a
u100640,30,9933.2,16,a
u100641,30,19633.233333333334,16,a
u100642,40,31124.825,26,a
u100643,31,19612.83870967742,17,a
u100644,4,20750.0,4,b
u100645,1994,22398.193079237713,1967,b
u100646,376,19632.965425531915,358,a
u100647,7,17142.571428571428,5,a
u100648,104,24144.201923076922,89,b
u100649,56,35607.03571428572,42,a
u10065,2812,33259.58748221906,2713,c
u100650,1,21000.0,1,d
u100651,32,31656.21875,18,c
u100652,30,24066.6,16,c
u100653,30,23833.266666666666,16,b
u100654,226,23207.933628318584,212,b
u100655,30,24866.433333333334,16,a
u100656,30,31333.2,16,b
u100657,2225,19011.67146067416,1377,b
u100658,30,21966.6,16,a
u100659,50,22359.96,36,a
u10066,1553,27178.330328396652,1377,a
u100660,4417,23002.258320126784,4071,b
u100661,4,23750.0,4,d
u100662,1932,25197.186335403727,1327,b
u100663,50,22740.0,36,c
u100664,30,33699.833333333336,16,b
u100665,1503,31707.23885562209,1255,b
u100666,30,41566.566666666666,16,b
u100667,563,20864.980461811723,529,a
u100668,4,16000.0,4,d
u100669,30,37399.933333333334,16,b
u10067,3800,23606.826315789473,3659,a
u100670,3,24000.0,3,b
u100671,2,15000.0,2,a
u100672,7,21857.0,5,b
u100673,30,21733.3,16,b
u100674,30,31033.266666666666,16,a
u100675,50,22239.94,36,a
u100676,3,22666.666666666668,3,b
u100677,30,17133.2,16,a
u100678,182,20769.21978021978,167,a
u100679,4,17750.0,4,b
u10068,19,27421.052631578947,19,c
u100680,1110,26492.762162162162,743,b
u100681,31,22903.09677419355,17,a
u100682,13,23692.153846153848,7,a
u100683,30,21100.0,16,c
u100684,7,22999.85714285714,5,a
u100685,30,23333.133333333335,16,d
u100686,200,21484.98,186,b
u100687,3,20000.0,3,a
u100688,30,33833.26666666667,16,a
u100689,13,6999.7692307692305,7,b
u10069,467,16663.811563169165,465,b
u100690,40,19374.925,26,c
u100691,1,21000.0,1,b
u100692,30,27966.633333333335,16,c
u100693,51,31901.86274509804,37,c
u100694,30,9399.866666666667,16,b
u100695,4,23000.0,4,b
u100696,2,23500.0,2,b
u100697,30,19733.166666666668,16,b
u100698,4,21250.0,4,b
u100699,138,17688.398550724636,124,b
u1007,4725,23352.036825396826,3057,b
u100700,30,26099.733333333334,16,c
u100701,189,16201.031746031746,171,b
u100702,521,27385.64491362764,297,c
u100703,50,16419.92,36,b
u100704,30,23700.066666666666,16,d
u100705,30,21266.5,16,a
u100706,40,26449.875,26,c
u100707,13,13230.384615384615,7,d
u100708,49,35653.02040816326,35,b
u100709,30,26766.633333333335,16,b
u10071,445,27629.188764044942,342,b
u100710,390,16189.689743589744,337,b
u100711,4040,24273.62896039604,2304,b
u100712,423,27054.326241134753,312,b
u100713,2461,16606.98659081674,1577,b
u100714,30,13333.166666666666,16,b
u100715,60,31316.583333333332,46,b
u100716,70,24785.657142857144,56,c
u100717,50,27639.94,36,c
u100718,7,20999.714285714286,5,b
u100719,30,37599.833333333336,16,a
u10072,1013,19837.082922013822,786,b
u100720,30,12166.533333333333,16,b
u100721,120,13733.3,103,a
u100722,27,27592.59259259259,27,b
u100723,2,18000.0,2,b
u100724,10,17399.9,6,c
u100725,368,17815.21195652174,352,c
u100726,30,33499.833333333336,16,d
u100727,30,34233.36666666667,16,a
u100728,30,10499.8,16,d
u100729,4,22500.0,4,b
u10073,617,24871.952998379253,559,a
u100730,3,22000.0,3,a
u100731,150,33679.88,98,b
u100732,30,26399.9,16,d
u100733,30,24466.533333333333,16,c
u100734,30,23733.166666666668,16,a
u100735,30,32099.866666666665,16,d
u100736,37,24162.054054054053,23,a
u100737,4,20500.0,4,b
